clip_id,word,audio_arrival_sec,commit_time_sec,word_latency_sec
clip_000,tas-sala,34.0,197.143,163.143
clip_000,u,36.0,205.664,169.664
clip_000,mbagħad,36.0,205.664,169.664
clip_000,jiss,38.0,230.908,192.908
clip_000,baqa',38.0,230.908,192.908
clip_000,surġent,38.0,230.908,192.908
clip_000,fil-kumpanija,38.0,230.908,192.908
clip_000,tal-imdinau,40.0,237.333,197.333
clip_000,kien,40.0,237.333,197.333
clip_000,dejjem,40.0,237.333,197.333
clip_000,l-ewwel,40.0,237.333,197.333
clip_000,wieħed,42.0,239.215,197.215
clip_000,meta,42.0,239.215,197.215
clip_000,mżonnu,42.0,239.215,197.215
clip_000,biex,42.0,239.215,197.215
clip_000,ifiraq,42.0,239.215,197.215
clip_000,xi,44.0,241.862,197.862
clip_000,ġlieda,44.0,241.862,197.862
clip_000,jew,44.0,241.862,197.862
clip_000,biex,44.0,241.862,197.862
clip_000,jaqbeż,44.0,241.862,197.862
clip_000,f',44.0,241.862,197.862
clip_000,xi,44.0,241.862,197.862
clip_000,għelt,42.454,241.862,199.408
clip_000,ieħor,42.454,241.862,199.408
clip_000,biex,42.454,241.862,199.408
clip_000,ifiraq,42.454,241.862,199.408
clip_000,xi,42.454,241.862,199.408
clip_000,biex,42.454,241.862,199.408
clip_000,ifiraq,42.454,241.862,199.408
clip_000,xi,42.454,241.862,199.408
clip_000,b',42.454,241.862,199.408
clip_001,dgħajjes,4.0,20.159,16.159
clip_001,oħra,4.0,20.159,16.159
clip_001,m',4.0,20.159,16.159
clip_001,għanniex,8.0,46.168,38.168
clip_001,ta',8.0,46.168,38.168
clip_001,meta,8.0,46.168,38.168
clip_001,kienu,8.0,46.168,38.168
clip_001,jmorru,8.0,46.168,38.168
clip_001,jżuru,8.0,46.168,38.168
clip_001,lin-nanniet,8.0,46.168,38.168
clip_001,fil-milied,8.0,46.168,38.168
clip_001,leles,10.0,58.654,48.654
clip_001,guraw,10.0,58.654,48.654
clip_001,xi,12.0,62.531,50.531
clip_001,wieħed,12.0,62.531,50.531
clip_001,tal-klikka,12.0,62.531,50.531
clip_001,tagħha,12.0,62.531,50.531
clip_001,xon,14.0,76.669,62.669
clip_001,li,16.0,79.056,63.056
clip_001,kieku,16.0,79.056,63.056
clip_001,għonna,16.0,79.056,63.056
clip_001,mibte,16.0,79.056,63.056
clip_001,min,16.0,79.056,63.056
clip_001,ma',16.0,79.056,63.056
clip_001,sister,16.0,79.056,63.056
clip_001,katerina,18.0,98.234,80.234
clip_001,u,18.0,98.234,80.234
clip_001,sister,18.0,98.234,80.234
clip_001,luwiġina,20.0,101.806,81.806
clip_001,l-ġurnata,20.0,101.806,81.806
clip_001,ta',20.0,101.806,81.806
clip_001,qabel,20.0,101.806,81.806
clip_001,kienu,20.0,101.806,81.806
clip_001,kkanċellew,26.0,122.86,96.86
clip_001,l-appuntament,26.0,122.86,96.86
clip_001,wara,26.0,122.86,96.86
clip_001,marret,26.0,122.86,96.86
clip_001,u,26.0,122.86,96.86
clip_001,ġabret,28.0,132.322,104.322
clip_001,il-ġewlaq,28.0,132.322,104.322
clip_001,li,28.0,132.322,104.322
clip_001,kienet,28.0,132.322,104.322
clip_001,ġabbet,30.0,144.628,114.628
clip_001,magħha,30.0,144.628,114.628
clip_001,u,30.0,144.628,114.628
clip_001,minn,30.0,144.628,114.628
clip_001,ġewwa,30.0,144.628,114.628
clip_001,fih,30.0,144.628,114.628
clip_001,ħarġet,30.0,144.628,114.628
clip_001,fl-ixkun,30.0,144.628,114.628
clip_001,ċkejken,30.0,144.628,114.628
clip_001,dan,30.0,144.628,114.628
clip_001,żejt,30.0,144.628,114.628
clip_001,taż-żaruna,30.0,144.628,114.628
clip_001,ifejjaq,30.0,144.628,114.628
clip_001,il-ġrieħi,32.0,160.967,128.967
clip_001,li,32.0,160.967,128.967
clip_001,għandkomejja,32.0,160.967,128.967
clip_001,mela,34.0,162.641,128.641
clip_001,kompli,34.0,162.641,128.641
clip_001,urina,34.0,162.641,128.641
clip_001,xi,34.0,162.641,128.641
clip_001,swew,34.0,162.641,128.641
clip_001,tal,34.0,162.641,128.641
clip_001,-partit,36.0,171.244,135.244
clip_001,tiegħek,36.0,171.244,135.244
clip_001,iżda,36.0,171.244,135.244
clip_001,ġralu,38.0,173.052,135.052
clip_001,l-istess,38.0,173.052,135.052
clip_001,daħalura,40.0,175.878,135.878
clip_001,d-dan,40.0,175.878,135.878
clip_001,id-dar,40.0,175.878,135.878
clip_001,attent,42.0,182.236,140.236
clip_001,li,42.0,182.236,140.236
clip_001,ma,42.0,182.236,140.236
clip_001,jaminx,42.0,182.236,140.236
clip_001,ħoss,42.0,182.236,140.236
clip_001,b',42.0,182.236,140.236
clip_001,sabarnejn,42.0,182.236,140.236
clip_001,mhux,44.0,209.396,165.396
clip_001,qamet,44.0,209.396,165.396
clip_001,ineż,44.0,209.396,165.396
clip_001,fil-frattemp,44.0,209.396,165.396
clip_001,u,44.0,209.396,165.396
clip_001,niżlet,42.818,209.396,166.578
clip_001,isfer,42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_001,b',42.818,209.396,166.578
clip_002,imma,4.0,19.29,15.29
clip_002,kellu,4.0,19.29,15.29
clip_002,joqgħod,4.0,19.29,15.29
clip_002,u,4.0,19.29,15.29
clip_002,dawk,4.0,19.29,15.29
clip_002,it-tiri,4.0,19.29,15.29
clip_002,tal,4.0,19.29,15.29
clip_002,-kanuni,6.0,21.187,15.187
clip_002,li,6.0,21.187,15.187
clip_002,b',6.0,21.187,15.187
clip_002,sinjal,6.0,21.187,15.187
clip_002,ta',6.0,21.187,15.187
clip_002,verħ,6.0,21.187,15.187
clip_002,sparaw,6.0,21.187,15.187
clip_002,f',6.0,21.187,15.187
clip_002,nafsinhar,10.0,35.969,25.969
clip_002,il-franċiżi,10.0,35.969,25.969
clip_002,ħasshom,10.0,35.969,25.969
clip_002,bħall-imrietel,10.0,35.969,25.969
clip_002,li,12.0,68.972,56.972
clip_002,sabtu,16.0,80.037,64.037
clip_002,fuq,16.0,80.037,64.037
clip_002,qalbu,16.0,80.037,64.037
clip_002,marija,16.0,80.037,64.037
clip_002,ġie,16.0,80.037,64.037
clip_002,tal-għalija,18.0,83.646,65.646
clip_002,bil-karozza,18.0,83.646,65.646
clip_002,u,18.0,83.646,65.646
clip_002,ħaditni,18.0,83.646,65.646
clip_002,narah,18.0,83.646,65.646
clip_002,josef,18.0,83.646,65.646
clip_002,ma,18.0,83.646,65.646
clip_002,naqas,18.0,83.646,65.646
clip_002,li,18.0,83.646,65.646
clip_002,semmilu,18.0,83.646,65.646
clip_002,wkoll,18.0,83.646,65.646
clip_002,miska,18.0,83.646,65.646
clip_002,tanja,20.0,99.484,79.484
clip_002,u,20.0,99.484,79.484
clip_002,jiddiskrivilu,20.0,99.484,79.484
clip_002,l-mod,20.0,99.484,79.484
clip_002,kif,20.0,99.484,79.484
clip_002,tilbes,20.0,99.484,79.484
clip_002,kif,20.0,99.484,79.484
clip_002,titkellem,22.0,106.675,84.675
clip_002,u,22.0,106.675,84.675
clip_002,kif,22.0,106.675,84.675
clip_002,inuffissa,22.0,106.675,84.675
clip_002,tfuqha,22.0,106.675,84.675
clip_002,f',20.925,106.675,85.749
clip_002,f',20.925,106.675,85.749
clip_003,l-iżjed,4.0,2.626,0.0
clip_003,meta,4.0,2.626,0.0
clip_003,kien,8.0,22.644,14.644
clip_003,ijaf,8.0,22.644,14.644
clip_003,sewwa,8.0,22.644,14.644
clip_003,minn,8.0,22.644,14.644
clip_003,huwa,8.0,22.644,14.644
clip_003,u,8.0,22.644,14.644
clip_003,xi,8.0,22.644,14.644
clip_003,ġralu,8.0,22.644,14.644
clip_003,u,8.0,22.644,14.644
clip_003,dan,8.0,22.644,14.644
clip_003,ħabbu,8.0,22.644,14.644
clip_003,kien,8.0,22.644,14.644
clip_003,iżommu,8.0,22.644,14.644
clip_003,bħal,8.0,22.644,14.644
clip_003,kieku,8.0,22.644,14.644
clip_003,ħuh,8.0,22.644,14.644
clip_003,għappuntu,10.0,24.646,14.646
clip_003,surmas,10.0,24.646,14.646
clip_003,kompla,10.0,24.646,14.646
clip_003,jpespes,12.0,26.973,14.973
clip_003,kassar,12.0,26.973,14.973
clip_003,għarra,20.0,66.897,46.897
clip_003,li,20.0,66.897,46.897
clip_003,aħna,20.0,66.897,46.897
clip_003,nkumnu,20.0,66.897,46.897
clip_003,dejjem,20.0,66.897,46.897
clip_003,irġiel,20.0,66.897,46.897
clip_003,wiġbu,20.0,66.897,46.897
clip_003,l,20.0,66.897,46.897
clip_003,-bul,22.0,71.152,49.152
clip_003,nar,22.0,71.152,49.152
clip_003,filwaqt,22.0,71.152,49.152
clip_003,li,22.0,71.152,49.152
clip_003,raġa',22.0,71.152,49.152
clip_003,tafha,22.0,71.152,49.152
clip_003,l-pipa,22.0,71.152,49.152
clip_003,fil-but,22.0,71.152,49.152
clip_003,u,22.0,71.152,49.152
clip_003,qabad,22.0,71.152,49.152
clip_003,il-ħabel,22.0,71.152,49.152
clip_003,tal-kappestru,22.0,71.152,49.152
clip_003,f',22.0,71.152,49.152
clip_003,idu,22.0,71.152,49.152
clip_003,intefgħu,22.0,71.152,49.152
clip_003,jistrieħu,22.0,71.152,49.152
clip_003,hemmhekk,22.0,71.152,49.152
clip_003,issa,24.0,101.522,77.522
clip_003,sew,24.0,101.522,77.522
clip_003,għal,24.0,101.522,77.522
clip_003,bejnu,26.0,105.783,79.783
clip_003,u,26.0,105.783,79.783
clip_003,bejn,26.0,105.783,79.783
clip_003,ruħu,26.0,105.783,79.783
clip_003,fra,26.0,105.783,79.783
clip_003,mudest,26.0,105.783,79.783
clip_003,irrid,28.0,111.528,83.528
clip_003,immur,28.0,111.528,83.528
clip_003,miss,28.0,111.528,83.528
clip_003,qalilha,28.0,111.528,83.528
clip_003,roberto,28.0,111.528,83.528
clip_003,bċerta,30.0,116.961,86.961
clip_003,urġenza,30.0,116.961,86.961
clip_003,minħabba,30.0,116.961,86.961
clip_003,li,30.0,116.961,86.961
clip_003,kien,30.0,116.961,86.961
clip_003,jaf,30.0,116.961,86.961
clip_003,li,32.0,138.69,106.69
clip_003,jrid,32.0,138.69,106.69
clip_003,jiftah,32.0,138.69,106.69
clip_003,il-buttuni,32.0,138.69,106.69
clip_003,tal-qmis,32.0,138.69,106.69
clip_003,mmis,32.0,138.69,106.69
clip_003,mal-għajna,34.0,143.684,109.684
clip_003,x',34.0,143.684,109.684
clip_003,inkella,34.0,143.684,109.684
clip_003,kienet,34.0,143.684,109.684
clip_003,se,34.0,143.684,109.684
clip_003,tix-tixpakka,36.0,145.399,109.399
clip_003,meta,36.0,145.399,109.399
clip_003,jsir,36.0,145.399,109.399
clip_003,majjal,36.0,145.399,109.399
clip_003,jien,38.0,150.896,112.896
clip_003,kont,38.0,150.896,112.896
clip_003,ili,38.0,150.896,112.896
clip_003,xi,38.0,150.896,112.896
clip_003,tliet,38.0,150.896,112.896
clip_003,snin,38.0,150.896,112.896
clip_003,ma,40.0,164.741,124.741
clip_003,nidħol,40.0,164.741,124.741
clip_003,għal,40.0,164.741,124.741
clip_003,festivils,40.0,164.741,124.741
clip_003,għax,40.0,164.741,124.741
clip_003,kont,40.0,164.741,124.741
clip_003,inħoss,40.0,164.741,124.741
clip_003,li,42.0,169.544,127.544
clip_003,l-impenji,42.0,169.544,127.544
clip_003,tiegħi,42.0,169.544,127.544
clip_003,fil-lukandi,42.0,169.544,127.544
clip_003,kienu,42.0,169.544,127.544
clip_003,biżżejjed,44.0,172.397,128.397
clip_003,kien,44.0,172.397,128.397
clip_003,jitratta,44.0,172.397,128.397
clip_003,dwar,46.0,175.599,129.599
clip_003,iż-żrieraħ,46.0,175.599,129.599
clip_003,hemmżon,50.0,203.216,153.216
clip_003,ta',50.0,203.216,153.216
clip_003,aktar,50.0,203.216,153.216
clip_003,sigurtà,50.0,203.216,153.216
clip_003,f',50.0,203.216,153.216
clip_003,paċevill,50.0,203.216,153.216
clip_003,u,50.0,203.216,153.216
clip_003,la,50.0,203.216,153.216
clip_003,jinteressani,52.0,217.105,165.105
clip_003,la,52.0,217.105,165.105
clip_003,nagħtih,52.0,217.105,165.105
clip_003,importanza,52.0,217.105,165.105
clip_003,u,52.0,217.105,165.105
clip_003,nixtieq,52.0,217.105,165.105
clip_003,kont,51.711,217.105,165.394
clip_003,nista',51.711,217.105,165.394
clip_003,naddi,51.711,217.105,165.394
clip_003,mingħajru,51.711,217.105,165.394
clip_003,b',51.711,217.105,165.394
clip_003,paħtisla,51.711,217.105,165.394
clip_003,ta',51.711,217.105,165.394
clip_003,ta',51.711,217.105,165.394
clip_003,taħt,51.711,217.105,165.394
clip_003,tilbju,51.711,217.105,165.394
clip_003,paħtisla,51.711,217.105,165.394
clip_003,ta',51.711,217.105,165.394
clip_003,taħt,51.711,217.105,165.394
clip_003,tilbju,51.711,217.105,165.394
clip_004,u,4.0,38.259,34.259
clip_004,dak,4.0,38.259,34.259
clip_004,li,4.0,38.259,34.259
clip_004,għandhom,4.0,38.259,34.259
clip_004,jagħmlu,4.0,38.259,34.259
clip_004,l-għada,4.0,38.259,34.259
clip_004,ma,4.0,38.259,34.259
clip_004,jibqax,6.0,41.624,35.624
clip_004,tant,6.0,41.624,35.624
clip_004,importanti,6.0,41.624,35.624
clip_004,min,8.0,45.46,37.46
clip_004,jara,10.0,84.413,74.413
clip_004,l-ġlieden,10.0,84.413,74.413
clip_004,min,10.0,84.413,74.413
clip_004,jara,10.0,84.413,74.413
clip_004,l-wirdien,10.0,84.413,74.413
clip_004,min,10.0,84.413,74.413
clip_004,jiftaħ,10.0,84.413,74.413
clip_004,il-pitazzi,10.0,84.413,74.413
clip_004,u,10.0,84.413,74.413
clip_004,jsibhom,10.0,84.413,74.413
clip_004,imlija,12.0,86.395,74.395
clip_004,żunżan,12.0,86.395,74.395
clip_004,mejjet,12.0,86.395,74.395
clip_004,nixtieq,20.0,103.053,83.053
clip_004,ngħidlek,20.0,103.053,83.053
clip_004,li,20.0,103.053,83.053
clip_004,issa,20.0,103.053,83.053
clip_004,nista',20.0,103.053,83.053
clip_004,anki,20.0,103.053,83.053
clip_004,nara,20.0,103.053,83.053
clip_004,khawn,20.0,103.053,83.053
clip_004,ħasbu,20.0,103.053,83.053
clip_004,li,20.0,103.053,83.053
clip_004,kien,20.0,103.053,83.053
clip_004,aktar,20.0,103.053,83.053
clip_004,interessat,20.0,103.053,83.053
clip_004,fir-riċerka,20.0,103.053,83.053
clip_004,li,20.0,103.053,83.053
clip_004,kien,20.0,103.053,83.053
clip_004,għamillu,20.0,103.053,83.053
clip_004,dwar,20.0,103.053,83.053
clip_004,il-proġerija,20.0,103.053,83.053
clip_004,segwieni,22.0,116.517,94.517
clip_004,lura,22.0,116.517,94.517
clip_004,għal,22.0,116.517,94.517
clip_004,isfel,22.0,116.517,94.517
clip_004,u,22.0,116.517,94.517
clip_004,baqa',22.0,116.517,94.517
clip_004,segwini,28.0,138.506,110.506
clip_004,jienu,28.0,138.506,110.506
clip_004,nħaffef,28.0,138.506,110.506
clip_004,imsar,32.0,155.198,123.198
clip_004,nifsaqajja,32.0,155.198,123.198
clip_004,lejn,32.0,155.198,123.198
clip_004,il-grawnd,32.0,155.198,123.198
clip_004,tal-futbol,32.0,155.198,123.198
clip_004,imbagħad,32.0,155.198,123.198
clip_004,ġamri,32.0,155.198,123.198
clip_004,wagħda,32.0,155.198,123.198
clip_004,li,32.0,155.198,123.198
clip_004,kellu,32.0,155.198,123.198
clip_004,jibdlilha,32.0,155.198,123.198
clip_004,l-ħġiġ,32.0,155.198,123.198
clip_004,miksur,32.0,155.198,123.198
clip_004,kollu,32.0,155.198,123.198
clip_004,illa,32.0,155.198,123.198
clip_004,tagħha,34.0,161.985,127.985
clip_004,bdiet,34.0,161.985,127.985
clip_004,tibbred,34.0,161.985,127.985
clip_004,bil-mod,34.0,161.985,127.985
clip_004,jien,34.0,161.985,127.985
clip_004,niġil,34.0,161.985,127.985
clip_004,aktar,34.0,161.985,127.985
clip_004,imma,36.0,169.562,133.562
clip_004,aktar,36.0,169.562,133.562
clip_004,tard,36.0,169.562,133.562
clip_004,bdew,36.0,169.562,133.562
clip_004,jagħtuna,38.0,204.193,166.193
clip_004,l-porga,38.0,204.193,166.193
clip_004,f',38.0,204.193,166.193
clip_004,għamla,38.0,204.193,166.193
clip_004,ta',38.0,204.193,166.193
clip_004,ċikulata,38.0,204.193,166.193
clip_004,li,38.0,204.193,166.193
clip_004,konna,37.826,204.193,166.367
clip_004,mixxu,37.826,204.193,166.367
clip_004,mingħand,37.826,204.193,166.367
clip_004,l-ispiżjar,37.826,204.193,166.367
clip_004,f',37.826,204.193,166.367
clip_004,ħediftaq,37.826,204.193,166.367
clip_004,mingħand,37.826,204.193,166.367
clip_004,mingħand,37.826,204.193,166.367
clip_004,jew,37.826,204.193,166.367
clip_004,biex,37.826,204.193,166.367
clip_004,jgħuqidu,37.826,204.193,166.367
clip_004,t-triqeq,37.826,204.193,166.367
clip_004,minn,37.826,204.193,166.367
clip_004,siħadu,37.826,204.193,166.367
clip_004,f',37.826,204.193,166.367
clip_004,t-triqeq,37.826,204.193,166.367
clip_004,maqtugħ,37.826,204.193,166.367
clip_004,biex,37.826,204.193,166.367
clip_004,t-triqeq,37.826,204.193,166.367
clip_005,ngħidha,6.0,36.273,30.273
clip_005,u,6.0,36.273,30.273
clip_005,marina,6.0,36.273,30.273
clip_005,laq,6.0,36.273,30.273
clip_005,f',6.0,36.273,30.273
clip_005,kamartu,6.0,36.273,30.273
clip_005,ma,6.0,36.273,30.273
clip_005,jrid,6.0,36.273,30.273
clip_005,jaf,6.0,36.273,30.273
clip_005,b',6.0,36.273,30.273
clip_005,xejn,6.0,36.273,30.273
clip_005,iżjed,8.0,42.827,34.827
clip_005,donnha,8.0,42.827,34.827
clip_005,riesq,8.0,42.827,34.827
clip_005,għal,8.0,42.827,34.827
clip_005,mewt,8.0,42.827,34.827
clip_005,fuħu,10.0,45.058,35.058
clip_005,wara,10.0,45.058,35.058
clip_005,kollox,10.0,45.058,35.058
clip_005,l,10.0,45.058,35.058
clip_005,-istorja,12.0,57.139,45.139
clip_005,dwar,12.0,57.139,45.139
clip_005,oħtu,12.0,57.139,45.139
clip_005,gunter,12.0,57.139,45.139
clip_005,kienet,12.0,57.139,45.139
clip_005,ix,12.0,57.139,45.139
clip_005,-xukjatu,14.0,78.871,64.871
clip_005,nazju,24.0,108.081,84.081
clip_005,l-barklor,24.0,108.081,84.081
clip_005,u,24.0,108.081,84.081
clip_005,kienet,24.0,108.081,84.081
clip_005,qalt,24.0,108.081,84.081
clip_005,li,24.0,108.081,84.081
clip_005,r-reliġjon,26.0,136.778,110.778
clip_005,kultant,26.0,136.778,110.778
clip_005,għandha,26.0,136.778,110.778
clip_005,ħabta,26.0,136.778,110.778
clip_005,tifred,26.0,136.778,110.778
clip_005,flok,26.0,136.778,110.778
clip_005,taqqad,26.0,136.778,110.778
clip_005,imbagħaddi,26.0,136.778,110.778
clip_005,l-kamarġerina,26.0,136.778,110.778
clip_005,stork,26.0,136.778,110.778
clip_005,jew,26.0,136.778,110.778
clip_005,butir,26.0,136.778,110.778
clip_005,butir,26.0,136.778,110.778
clip_005,tal-papra,26.0,136.778,110.778
clip_005,kif,28.0,154.757,126.757
clip_005,kienet,28.0,154.757,126.757
clip_005,issejjaħluwi,30.0,168.835,138.835
clip_005,u,30.0,168.835,138.835
clip_005,neħduha,30.0,168.835,138.835
clip_005,mal-kafè,30.0,168.835,138.835
clip_005,u,32.0,173.971,141.971
clip_005,darba,32.0,173.971,141.971
clip_005,ġiljan,32.0,173.971,141.971
clip_005,qalli,32.0,173.971,141.971
clip_005,kien,32.0,173.971,141.971
clip_005,hemm,32.0,173.971,141.971
clip_005,mara,32.0,173.971,141.971
clip_005,mhux,34.0,182.048,148.048
clip_005,malta,34.0,182.048,148.048
clip_005,tax,34.0,182.048,148.048
clip_005,madonna,34.0,182.048,148.048
clip_005,malta,34.0,182.048,148.048
clip_005,għadna,36.0,212.443,176.443
clip_005,lura,36.0,212.443,176.443
clip_005,għadna,36.0,212.443,176.443
clip_005,qisna,36.0,212.443,176.443
clip_005,qed,36.0,212.443,176.443
clip_005,ngħixu,38.0,214.432,176.432
clip_005,taħt,38.0,214.432,176.432
clip_005,xi,38.0,214.432,176.432
clip_005,ma,38.0,214.432,176.432
clip_005,nafx,38.0,214.432,176.432
clip_005,min,38.0,214.432,176.432
clip_005,hi,40.0,218.293,178.293
clip_005,ma,40.0,218.293,178.293
clip_005,ninqabdux,40.0,218.293,178.293
clip_005,bħal,40.0,218.293,178.293
clip_005,żewġ,42.0,237.195,195.195
clip_005,riedem,42.0,237.195,195.195
clip_005,fin-nassa,42.0,237.195,195.195
clip_005,ħarsu,44.0,240.335,196.335
clip_005,ħarsa,44.0,240.335,196.335
clip_005,madwarhom,44.0,240.335,196.335
clip_005,u,44.0,240.335,196.335
clip_005,spalla,46.0,243.946,197.946
clip_005,ma',46.0,243.946,197.946
clip_005,spalla,46.0,243.946,197.946
clip_005,baqgħu,46.0,243.946,197.946
clip_005,sejrin,46.0,243.946,197.946
clip_005,lejn,46.0,243.946,197.946
clip_005,it-triq,46.0,243.946,197.946
clip_005,tal-imħażen,48.0,265.812,217.812
clip_005,u,48.0,265.812,217.812
clip_005,kien,50.0,296.955,246.955
clip_005,biss,50.0,296.955,246.955
clip_005,meta,50.0,296.955,246.955
clip_005,ċegħda,50.0,296.955,246.955
clip_005,li,50.0,296.955,246.955
clip_005,bdiet,50.0,296.955,246.955
clip_005,tassew,52.0,321.644,269.644
clip_005,taħdem,52.0,321.644,269.644
clip_005,l-azzjoni,52.0,321.644,269.644
clip_005,ta',52.0,321.644,269.644
clip_005,avvita,52.0,321.644,269.644
clip_005,nova,52.0,321.644,269.644
clip_005,f',50.26,321.644,271.384
clip_005,fuq,50.26,321.644,271.384
clip_005,qed,50.26,321.644,271.384
clip_005,f',50.26,321.644,271.384
clip_005,taħdem,50.26,321.644,271.384
clip_005,biex,50.26,321.644,271.384
clip_005,il-ġemma,50.26,321.644,271.384
clip_005,taħdem,50.26,321.644,271.384
clip_005,maqtugħ,50.26,321.644,271.384
clip_005,dun,50.26,321.644,271.384
clip_005,il-ġemma,50.26,321.644,271.384
clip_005,taħdem,50.26,321.644,271.384
clip_006,moħni,4.0,49.56,45.56
clip_006,biex,4.0,49.56,45.56
clip_006,ninħeba,6.0,64.247,58.247
clip_006,wiċċu,6.0,64.247,58.247
clip_006,aħmar,6.0,64.247,58.247
clip_006,il-lejn,10.0,92.54,82.54
clip_006,ittajjeb,10.0,92.54,82.54
clip_006,ħanini,10.0,92.54,82.54
clip_006,qalt,10.0,92.54,82.54
clip_006,li,10.0,92.54,82.54
clip_006,bitpespisa,14.0,110.069,96.069
clip_006,għal,16.0,113.026,97.026
clip_006,mill-inqas,16.0,113.026,97.026
clip_006,ħames,16.0,113.026,97.026
clip_006,minuti,16.0,113.026,97.026
clip_006,bqajtu,16.0,113.026,97.026
clip_006,sikte,24.0,158.077,134.077
clip_006,fil-karozza,24.0,158.077,134.077
clip_006,going,24.0,158.077,134.077
clip_006,nowher,24.0,158.077,134.077
clip_006,ernest,24.0,158.077,134.077
clip_006,qatgħetlu,24.0,158.077,134.077
clip_006,kliemu,24.0,158.077,134.077
clip_006,ommu,24.0,158.077,134.077
clip_006,hekk,24.0,158.077,134.077
clip_006,kif,24.0,158.077,134.077
clip_006,reġgħet,24.0,158.077,134.077
clip_006,għolli,24.0,158.077,134.077
clip_006,trasha,24.0,158.077,134.077
clip_006,minn,24.0,158.077,134.077
clip_006,fuq,24.0,158.077,134.077
clip_006,il-biċċa,24.0,158.077,134.077
clip_006,xogħol,24.0,158.077,134.077
clip_006,li,24.0,158.077,134.077
clip_006,kienet,24.0,158.077,134.077
clip_006,qed,24.0,158.077,134.077
clip_006,tikteb,24.0,158.077,134.077
clip_006,in-nanna,24.0,158.077,134.077
clip_006,miraklu,24.0,158.077,134.077
clip_006,jkollha,24.0,158.077,134.077
clip_006,tagħmel,24.0,158.077,134.077
clip_006,din,24.0,158.077,134.077
clip_006,id-darba,24.0,158.077,134.077
clip_006,biex,24.0,158.077,134.077
clip_006,tfejqu,24.0,158.077,134.077
clip_006,kompla,26.0,168.369,142.369
clip_006,miegħu,26.0,168.369,142.369
clip_006,xon,26.0,168.369,142.369
clip_006,l-istejjer,28.0,174.983,146.983
