clip_id,n_words_committed,audio_sec,proc_sec,rtf,median_word_lat,p95_word_lat,streaming_wer,streaming_cer,reference,streamed
clip_010,87,38.792,194.553,5.015,89.147,155.762,0.5588,0.3063,inqabad fuq l-ajrudrom ta' ħal luqa xħin bdew niżlin il-bombi eħe iva l-eżamijiet kompla missieru ħallih imur għal boxxla xjaten imma ommu ma kinitx hemm kienet semgħet kemm-il xniegħa min-nies tat-triq dwar it-taqtigħa fuq il-baħar qrib malta iktar għajnejn jitkażaw u joqtlu bil-ħars iżda pietru jserra mjserra l-injama bil-wiċċ tal-banketta b' kollox ma jirnexxilux jagħfashom eżatt f' daqqa imma xorta waħda għax it-tejp jibda jdur kollox għar-rimi issa,inqabad fuq l-arju ta' ħalluqa xħimdew niżlin il-bombi eħe iva l-eżamijiet kompla missieru ħallih imur għal boxx l-għaxjaten imma ommu ma kinitx hemm kienet semgħet kemm il-xniegħa min-nies tat-triq dwar it -taqtija fuq il-baħar qrib malta iktar għajnejn jitkażgħu u joqtlu bil-ħars iżda pietru jserra' mali-iserra l-injama bil-wiċċ tal -bankett b' kollox ma jirnexxilux jagħfashom eżgħat f' daqqa imma xorta waħda għax it-tejb jibda jdur kollox għarrimies issa oħħ ağħi licit qagħadu ta' taħt minx ir-ħas-t xiqa' ta' ta' ta' taħt minx basaqt ta' taħt minx xill-t
clip_011,109,47.786,168.177,3.519,71.516,120.391,0.3725,0.0905,fejn il-bieb tal-ħadid il-bieb l-isfar minn fej toħroġ ġowi l-ħendimen fil-barmil f' idu alla l-imbierek ried jgħinni it-tjubija tiegħu għerfu l-imħabba li kulħadd kellu għalih nisslulu mibegħda kbira fil-qalb ta' gaspru dalas madankollu gaspru kien jur ruħu il-bieb ta' wara kien imsakkar irrid noħrog minn din il-gaġġa minkejja li kont nitwaħħax minnhom fis-salott u l-kamra tal-pranzu kelli l-permess nidħol xħin irrid telaqha lura fuq l-imħadda u ftit wara rremettiet fortunatament mal-art dakinhar għall-ewwel darba tlewmu bil-kbir u int se ssaqsi lili wieġbu bl-istess aċċent imm alla l-imbierek ma jħallass nhar ta' sibt gaspru dalas l-ispjun tal-ħakem u l-erba' suldati li kellhom magħhom,fejn il-bieb tal-ħadid il-bieb l-isfar minn fejn toħroġ joe il-ħendimen fil-barmil f' idu alla l-imbierek ried jgħini it -tjubija tiegħu erfu l-imħabba li kulħadd kellu għarih mislulu mibgħda kbira fil-qalb ta' gaspru dalas madan kollu gaspru kien juri riħu il -bieb ta' wara kien imsakkar irrid noħroġ minn din il-gaġġa minn kejja li kont nitwaħħax minnhom fis-salottu l-kamra tal -pranzu kelli l-permes nidħolx xħin irrid telaq lura fuq l-imħadda u ftit wara r-remettiet fortunatament mal-art dakinhar għall-ewwel darba tlewmu bil-kbir u insessaqsi lili wieġbu bl-istess aċċent imma l-imbierek ma jħallass nhar ta' sibt gaspru dalas l-ispjun tal-ħakem u l-erba' suldati li kellhom magħhom f' tuf fuq iġ-tif fuq iġ-tif
clip_012,78,36.23,140.931,3.89,36.355,102.931,0.2308,0.0545,kif la ġanni kien qed jgħin lil dawk in-nies tajjeb li tibqa' tgħinhom hi issa kwarta bil-qajla l-qajla waslu sal-gżira ċkejkna ta' filfla u baqgħu deħlin fil-bajja żgħira li kien hemm quddiemhom għada deffist żewġt iswaba' ġol-fetħa ta' ħalqu u bdejt ngħarraxlu lsienu ħallejtu jgħid fuq kemm bata inġustizzji politiċi vjolenza fiżika fuq kemm missieru qala' transfers politiċi wkoll u issa qegħdin tajjeb m' hemmx triq oħra mir-rokna t' għajnu ra lit-tielet wieħed jerġa' jqum ma nibżax minnek,kif la ġanni kien qed jgħin lil dawk in-nies tajjeb li tibqa' tgħinhom i issa kwarta bilqajla l -qajla waslu sal-gżira ċkejkna ta' firfla u baqgħu deħlin fil -bajjas żgħira li kien hemm quddiemu għada deffiż -żewġ tiżwaba' ġol-fetħa ta' ħalqu bdejt narraxlu lsienu ħallejtu jgħid fuq kemm bata inġustizji politiċi vjolenza fiżika fuq kemm issiru qala transfers politiċi wkoll u issa qegħdin tajjeb m' hemmx triq oħra mir-rokna tajnu ra lit-tielet wieħed jerġa' jqum ma nibżax minnek
clip_013,114,55.153,357.476,6.482,187.971,302.323,0.5165,0.2908,erica ma kellhiex il-wiċċ titlob lura b' jedd il-kwadru li ma kienx aktar tagħhom riku u minnufih inguterra tommew pellegrino w-imperja li kienu kollha im de aħjar aj mejk e muv ix-xitwa t-tajba sur pitirross u hekk kif l-għasfur dawwar ħarstu 'l isfel jilmaħ lil mejxi l-bebbuxu roberto beda jħoss it-tisfir f' widnejh li kieku dil-kreatura taħ lewwa indeskrivibbli newwaħ f' idejh setgħgt tħkun taf x' kien hemm lest għliha ix-xemx kienet diġà waslet lejn nofsinhar dik il-ħabta kont għadni żagħżugħ ta' tmintax sebgħin wieħed u sebgħin tiġi for tu siksts,erica ma kellhiex il-wiċċ titlob lura b' jett il -kwadru li ma kienx aktar tagħhom riku u minnufih inguterra tommew pellegrino w-imperja li kienu kollha m de aħjar i mejke muv ix -xitwad tajba surpitirross u hekk kif l-għasfur dawwar ħarstu l-isfel jilmaħ lil mejxi l -bebbuxu roberto ma beda jħoss it-tisfier f' widnejh li kieku dil-kreatura ta' ħlewwa indeskrivibilit newwaħ f' idejh setgħet tkun taf x' kien hemm lest għalija ix -xemx kienet diġà waslet lejn nofsinhar dik il-ħabta kont għadni żagħżugħ ta' tmintax sebgħin wieħed u sebgħin tiġi for tu siks biex s하기w biex tilgħu jew biex biex biex iħaffi chelmewaotaq biex biex biex biex il-ħifteh turbinx biex biex biex il-ħifteh tieħupiece
clip_014,133,64.748,223.791,3.456,109.187,159.044,0.4414,0.235,inħossh hawn il-ħin kollu tħares lejja tara li nobdi kull ordni li tatni li nimxi fit-triq it-tajba jew tiġri minn art għall-oħra u terġa l-ura wara l-gwerra lejn artek mimli midalji u mimli ġieħ meta mbagħad wara l-form fajv bdejt nattendi għall-arti biss flimkien ma' erba' studenti oħra is-sur fenek kliem silenzjuż li trid tifhem biex tisimgħu u qabel qbadt l-aħħar bagalja rfajt liż-żgħir u għidtlu biex xi darba meta jikber imma kull meta ndoqq it-tejp xi mkien nismagħha ħadd ma jagħti kasi issib lil salamander u dan għaliex is-saltna tal-fiddien tkun waslet fit-tarf kien imgħaddab għalih innifsu għax minflok iċ-ċanfir tas-sur borg lil pietru kien qalgħu rigal ta' ħames liri,inħoss hawn il-ħin kollu tħares lejja tara li nobdi kulordni li tatni li nimxi fit-tri it-tajba jew tiġri minn għar tal-oħra u terġa' lura wara l-gwerra lejn artek mimli midalji u mimli ġieh meta mbagħad wara l -form fajv bdejt nattendi għall-arti biss flimkien ma' erba' studenti oħra is-sur fenek kliem silenzjuż li trid tifhem mbiex tisimgħu u qabel bagħat l-aħħar bagalja irfajt li ż-żgħir u għedtlu biex xi darba meta jikber imma kul meta ndoqq it-tejp xi mkien nismagħha ħadd ma jagħti kasi issib lil is-salamander u dan għaliex is-saltna tal -fiddien tkun waslet fit -tarf kien imgħadda b' qalih innifsu għax minflok iċ-ċanfir ta' b' għas-sur borgħ li l-pitru kien qala' rigal ta' ħames liri b' ħas-sur biex is-saltna tal-kien is-saltna tal-kien is-saltna tal-kien is b' ħas-sur biex is-saltna tal-kien is
clip_015,97,39.912,143.817,3.603,48.341,103.905,0.5867,0.3384,kien qed jitħeddel u ma kellux il-ħsieb li joffri reżistenza wisq probabbli kellhom dil-koa-kopja fl-istokk l-antik u ħarġuha fuq l-ixkaffa forsi tinbiegh is-segretarja kienet ma' għadd ta' studenti li kienu ilhom li bdew il-kors u lilha tefagħha ma' dawk tal-bidu u ftit wara kienu ġew dawk it-tnejn u qaluli ħaww guf owkej imma setgħu kienu tal-er malta jien naf jew rojal er marok imbagħad xħin l-istess riħ iwarrab ftit l-istess paġna tierġa' lura f' postha,kienet jitħaddel u ma kellux il-ħsieb li offri reżistenza wisq probabli kellhom dil-kop -dil koppja fl-istokk l-antik u ħarġuha fuq l-ixkaffa forsi timbieh is -segretarja kienet magħad ta' studenti li kienu qilhom li bdew il-kors u li lila ta' faffa ma' dawk tal -bidu u ftit wara kienu ġew dawk it-tnejn u qaluli ħaww guf ok imma setgħu kienu tal-ermalta jien naf jew rojal er marok imbagħad xħin l-istess riħ iwarrab ftit l-istess paġna terġe' lura f' posta b' aħħin gu l-istess biex biex biex il-b' l-istess biex il-ħal laħal il-ħal il-ħal il-ħal il-ħal il-ħal il-ħal il-ħidji
clip_016,106,50.879,308.034,6.054,187.909,257.155,0.3725,0.1318,ma kienx jaf kemm kien ilu ġol-masġar iżda kien qed iħoss li kien ilu ħafna knisja u maħfra lil kulħadd kont tidħak bija ridt indaħħal idejja fil-but tal-ġlekk tiegħu u ma tarax ajma hekk kien iservi ġranet bla ma jiqras u jwaħħal iż-u jwaħħal iżjed mid-dqiq magħġun bl-ilma biss wieħed u sebgħin dik kienet xi ħaġa naturali li seta' jagħmilha kulħadd u tant kont mitluf naħseb u nipprova nifhem li ċ-ċaqliqa tas-sur testa ħasditni iv ju downt it jull bi sikk kienu ġew il-jum ta' qabel bl-aħbar ta' x' kien għamel mikiel f' ħal tartani u f' ħal tarxien ħa nibda minnek,ma kienx jaf kemm kien ilu ġon mażġar iżda kien qed iħoss li kien ilu ħafna u maħfra lil kulħadd kont idħakbija ried tindaħħal idejja fil -but tal-ġlekk tiegħu u ma tarax ajma hekk kien iser viġranet bla ma jiqras u jwaħħal i -jwaħħal iżjed mitqiq maġun bl-ilma biss wieħed u sebgħin dik kienet xi ħaġa naturali li seta' jagħmelha kulħadd u tant kont mitluf naħseb u nipprova nifhim liċ-ċaqlieqa tas-surtesta ħas -ditni if you don't eat you'll be sick kienu ġew il-jum ta' qabel bl-aħbar ta' x' kien għamel mikiel f' ħal tar tagħni u f' ħal tar xjien ħan ibda minnek biex il-ħas-dit il-ħem
clip_017,91,44.303,276.106,6.232,95.712,219.358,0.2747,0.0668,mela ġibu miegħek lil ġejmi jista' jilgħab maż-żgħira ma' ejmi meta sema' dak l-għajat kollu in-nannu qam jiġri b' ħasda kbira u staqsa lil wili x' kien ġara forsi dil-konversazzjoni kollha kienet reċ-reċta għalik għal xi raġuni li kont għadek ma stajtx tifhem seta' anka kien hemmxi ħaddieħor ħasset il-preżnza ta' dell barrani fil-karozza iżda ma kellha l-ebda ħajra tkun taf riku kien ħaseb għal dan dan dan ukoll duluri ferħu b' xulxin u daħlu kollha ġewwa fejn sabu d-dar bla mimsusa għax il-franċiżi ma kinux marru jżuruha du ju prej,mela ġibu miegħek lil ġejmi jista' jilgħab maż-żgħira ma' imi meta sema' dak l -għajjat kollu in-nannu qam jiġri bħasda kbira u staqsa lil veli x' kien ġara forsi dil-konverżazzjoni kollha kienet reġ-reġta għalik għax għal xi raġuni li kont għadek ma stajt x' tifhem seta' anke kien hemm x' għaddieħor ħasad il-preżenza ta' tel-barrani fil-karozza iżda ma kellha l-ebda ħajra tkun taf rikku kien ħaseb għal dan daldan ukoll duluri ferħu b' xulċejn u daħlu kollha ġewwa fejn sabu d-dar bla mimsusa għax il-franċiżi ma kinux marru jżuruha duju prej
clip_018,152,59.398,378.169,6.367,131.487,318.169,0.2267,0.0766,sidiek kbir wisq ma inħossni nifga meta jagħfas ma' wiċċi mija tnejn u sittin imma is-sultan la valette ma kienx raġel li jimla rasu bid-duħħan tal-vitorja u jinsa dmiru għal li ġej imma wkol għax kienu ħarbtulna ġidna għax kienu ħadulna d-drittijiet li kellna għax kienu ħassrulna d-drawwiet tajba kollha mattew xi kliem hu dan tiegħek xon kien jaf li sħabu kienu qed jaħsbu dak li kien qed jaħseb hu li dawk kienu l-istess nies li qallbu r-razzett ta' taħt fuq u meta narahom jinkeddu kont nitla' fis-seba' sema tomi niżel minn fuq ir-rota tiegħu u baqa' ftit 'il bogħod mis-siġra għax xorta ma tantx kien qed jafdaha wara l-battikata li kienet tatu l-ewwel darba li nqabad taħtha xi drabi kienet tħoss qalbha tingħafas li l-maltempati ta' żgħożithom kienu ġew ridotti għal dawk iż-żewġ bewsiet fuq truf subgħajha u mill-ewwel ġibed l-attenzjoni ta' kulħadd għax din il-kelma kienet stramba għalihom,sidiek kbir wisq ma inħossni nifga meta jagħfas ma' wiċċi mija tnejn u sittin imma s-sultan la vallħet ma kienx raġel li jimla rasu bid-duħħan tal-vitorja u jin sadmiru għalli ġej imma wkollha għax kienu ħarbtulna ġidna għax kienu ħadulna idrittijiet li kellna għax kienu ħassrulna drowiet tajba kollha mattew x' iklimu dan tiegħek xon kien jaf li sħabu kienu qed jaħsbu dak li kien qed jaħseb hu li dawk kienu l-istess nies la qalbu r-razzett ta' taħt fuqu meta narahom jinkeddu kont nitla' fis-seba' samgħa tomi niżel minn fuq ir -rota tiegħu u baqa' ftit il-bogħod mis -siġra għax-xorta ma tantx kien qed jaf daw wara l-battikata li kienet tagħtu l-ewwel darba li nqabad taħtha xi drabi kienet tħoss qalba tingħafas lil maltempati ta' żgħożithom kienu ġew ridotti għal dawk iż-żewġ bewsiet fuq truf subgħajha u mill-ewwel ġibed l-attenzjoni ta' kulħadd għax din il-kelma kienet stramba għalihom brolli bil-ħas holding ġimd
clip_019,85,52.592,270.124,5.136,184.997,217.532,0.5726,0.3834,ċlupp qgħadt tisma' l-ilma nieżel mill-kamra l-oħra żobbok jidbiel bis-sekondi ġismek għarqan xraba u riħa tinten tielgħa minn taħt abtek jew f' dada bħal dik li tatni kerolajn inġib it-tpinġijiet tiegħi imma dawn ma jegħjew qatt marija mill-banda l-oħra bogħod mill-maħbub tagħha bogħod minn pajjiżha u aqgħet fi swied ta' qalb li jbażża baqa' f' moħħok dal-proxxmu patri ġann litta u margat kap ta' sant' anġlu li kienu fuq il-bieb iħarsu lejhom bkew it-tlieta bħal trabi bkew il-ħitan kien jibki dallas kieku kien hemm mal-biki u l-għajat tat-tifla n-nies tad-dar i kollha ġrew għal fejn il-marid le ibni u jekk dun belinn jisma' b' xi ħaġa ftakar li meta morna għand is-sur slaw jien kont għadni ma naf b' xejn għax għamilthieli kerha l-lejla,ċlub ċlub ċlub ċlub mill-maħbub tagħha bogħod minn pajjiża waqgħet fis-swied ta' qalb li jbeżża' baqaf moħħok dal-proxmu patri ġann litta u margat kaptas sant anġlu li kienu fuq il-bieb iħarsu lejhom b' kew it-tlieta bħal trabi b' kew il-ħitan kien jibki dallas kieku kien hemm mal-biki u l-għajjat tat-tifla in-nies tad-dar kollha ġrew għalfejn il-marid ibni u jek dun belin jisma' b' xi ħaġa ftakar li meta morna għand is -sur slaw jinkont għadni ma naf b' xejn għax għamiltili kerha l-lejla b' b'
