clip_id,n_words_committed,audio_sec,proc_sec,rtf,median_word_lat,p95_word_lat,streaming_wer,streaming_cer,reference,streamed
clip_010,62,38.792,20.213,0.521,0.0,0.0,0.5,0.2538,inqabad fuq l-ajrudrom ta' ħal luqa xħin bdew niżlin il-bombi eħe iva l-eżamijiet kompla missieru ħallih imur għal boxxla xjaten imma ommu ma kinitx hemm kienet semgħet kemm-il xniegħa min-nies tat-triq dwar it-taqtigħa fuq il-baħar qrib malta iktar għajnejn jitkażaw u joqtlu bil-ħars iżda pietru jserra mjserra l-injama bil-wiċċ tal-banketta b' kollox ma jirnexxilux jagħfashom eżatt f' daqqa imma xorta waħda għax it-tejp jibda jdur kollox għar-rimi issa,inqabad fuq l-ajrudrom ta' ħalqha x'bdew nixxar il-bombi iva l-eżamijiet kompliet missier ħalli jmur albumu għax l-għasja imma ommu ma kienx hemm kienet semgħet kemm x'xnieha nies ta' triq dwar fuq il-baħar irrid malta iktar għajnejn jitkaxkaw u joqtlu bil-ħars imma pietru jserra ir-rammi l-injam bil-wiċċ tal-banketta kollha ma jirnexxilux eżatt f'daqqa imma xorta ta' waħda għax it-tapp jibda kollox għal issa
clip_011,95,47.786,27.046,0.566,0.0,0.0,0.4706,0.2126,fejn il-bieb tal-ħadid il-bieb l-isfar minn fej toħroġ ġowi l-ħendimen fil-barmil f' idu alla l-imbierek ried jgħinni it-tjubija tiegħu għerfu l-imħabba li kulħadd kellu għalih nisslulu mibegħda kbira fil-qalb ta' gaspru dalas madankollu gaspru kien jur ruħu il-bieb ta' wara kien imsakkar irrid noħrog minn din il-gaġġa minkejja li kont nitwaħħax minnhom fis-salott u l-kamra tal-pranzu kelli l-permess nidħol xħin irrid telaqha lura fuq l-imħadda u ftit wara rremettiet fortunatament mal-art dakinhar għall-ewwel darba tlewmu bil-kbir u int se ssaqsi lili wieġbu bl-istess aċċent imm alla l-imbierek ma jħallass nhar ta' sibt gaspru dalas l-ispjun tal-ħakem u l-erba' suldati li kellhom magħhom,fejn il-bieb tal-ħadid il-bieb l-isfel minn fejn joħroġ joħ alla ħalli bierek ried għinni it-tjubija tiegħu għerf l-imħabba li kulħadd kellu għalih nisluha minn biża kbira fil-qalb gassu tal-gass madankollu kien juri ruħu il-bieb ta' wara kien imqabbad irrid noħroġ minn din il-gaġġa minkejja l-i kont nitwaħx minnhom fil-sala u l-kamra tal-pranzu kelli l-permess nidħol x' nixtieq telaq lura fuq l-imħaddda u ftit wara rimettiet fortuna ma' l-art dak għall-ewwel darba tlift bil-kbir u int issa wieġbu bl-istess imma alla li jbierek tħallas nhar ta' sibt gassru l-ispju tal-ħakkiem u l-għerq suldati li kellhom magħhom
clip_012,67,36.23,19.605,0.541,0.0,0.0,0.4487,0.2586,kif la ġanni kien qed jgħin lil dawk in-nies tajjeb li tibqa' tgħinhom hi issa kwarta bil-qajla l-qajla waslu sal-gżira ċkejkna ta' filfla u baqgħu deħlin fil-bajja żgħira li kien hemm quddiemhom għada deffist żewġt iswaba' ġol-fetħa ta' ħalqu u bdejt ngħarraxlu lsienu ħallejtu jgħid fuq kemm bata inġustizzji politiċi vjolenza fiżika fuq kemm missieru qala' transfers politiċi wkoll u issa qegħdin tajjeb m' hemmx triq oħra mir-rokna t' għajnu ra lit-tielet wieħed jerġa' jqum ma nibżax minnek,kif l-aġent kien qed jgħin lil dawk in-nies tajjeb tibqa' tgħinhom hi issa kwarta bil-qajla il-ġewwa waslu sal-gżira żgħira u baqgħu daħlin fil-bajja zgħira li kien hemm quddiemhom għada ħawwad fil-ftuħ tal-ħalq bdejt ħallieq u jgħid fuq kemm bagħtha ġustizzja politika vjolenza fizika fuq kemm missier u trasferimenti politiċi wkoll u issa qegħdin tajjeb hemmx triq oħra ta' min juri li t-tielet wieħed jerġa ma nibżax minn
clip_013,89,55.153,28.22,0.512,0.0,0.0,0.6813,0.2908,erica ma kellhiex il-wiċċ titlob lura b' jedd il-kwadru li ma kienx aktar tagħhom riku u minnufih inguterra tommew pellegrino w-imperja li kienu kollha im de aħjar aj mejk e muv ix-xitwa t-tajba sur pitirross u hekk kif l-għasfur dawwar ħarstu 'l isfel jilmaħ lil mejxi l-bebbuxu roberto beda jħoss it-tisfir f' widnejh li kieku dil-kreatura taħ lewwa indeskrivibbli newwaħ f' idejh setgħgt tħkun taf x' kien hemm lest għliha ix-xemx kienet diġà waslet lejn nofsinhar dik il-ħabta kont għadni żagħżugħ ta' tmintax sebgħin wieħed u sebgħin tiġi for tu siksts,erika ma kellhiex il-wiċċ titlob lura kwadru li ma kienx aktar ta' rikku u minnu fih inguterra tomme pellegrino u li kienu kollha m'd aħjar i make a move ix-xitwa tajba tajjeb ir-ross u hekk kif l-għassa ħarsa ħarsu l-isfel jillimgħuh il-mixi l-bebbux roberto beda jħossu t-tfittxija f'widna li kien ikun u din il-kreatura ħelwa ta'ħlewwa kif jitneħħa f'idejh tista tkun taf x'kien hemm mela għalija x-xemx kienet diġà waslet li din il-nofsinhar dak l-ħabta kont għadni żagħżugħ ta' tmintax 70 u 7 ta ' l-għada tiġi for tosseks
clip_014,114,64.748,34.105,0.527,0.0,0.0,0.4234,0.1723,inħossh hawn il-ħin kollu tħares lejja tara li nobdi kull ordni li tatni li nimxi fit-triq it-tajba jew tiġri minn art għall-oħra u terġa l-ura wara l-gwerra lejn artek mimli midalji u mimli ġieħ meta mbagħad wara l-form fajv bdejt nattendi għall-arti biss flimkien ma' erba' studenti oħra is-sur fenek kliem silenzjuż li trid tifhem biex tisimgħu u qabel qbadt l-aħħar bagalja rfajt liż-żgħir u għidtlu biex xi darba meta jikber imma kull meta ndoqq it-tejp xi mkien nismagħha ħadd ma jagħti kasi issib lil salamander u dan għaliex is-saltna tal-fiddien tkun waslet fit-tarf kien imgħaddab għalih innifsu għax minflok iċ-ċanfir tas-sur borg lil pietru kien qalgħu rigal ta' ħames liri,inħoss hawn il-ħin kollu tħares lejha nara li nobdi kull ordni li tniedi li nimxi fit-triq it-tajjeb jiġri minn art għal oħra u terġa' lura wara l-gwerra lejn artek mimli id-dallijiet u mimli ġiħ meta mbagħad wara l-forma bdejt attendi għall-arti biss flimkien ma' erba' studenti oħra is-sur fenek silenzjuż li trid tifhem biex tisimgħu qabel bagħt l-aħħar bagalji ir-raħt li żgħir u għidtlu biex xi darba meta jikber imma kull meta ndokki t-tip x'imkien nisma' ħadd ma jagħti kas il-mument tal-għeluq ta' l-aħħar xahar sal-lamander u dan għaliex is-saltna tal-fira din tkun waslet fit-tar kien imgħadda għalih innifsu għax minflok il-ċanfira ta' l sur borġ li pietru kien ħallieq rigal ta' ħames xi
clip_015,72,39.912,20.101,0.504,0.0,0.0,0.4267,0.2386,kien qed jitħeddel u ma kellux il-ħsieb li joffri reżistenza wisq probabbli kellhom dil-koa-kopja fl-istokk l-antik u ħarġuha fuq l-ixkaffa forsi tinbiegh is-segretarja kienet ma' għadd ta' studenti li kienu ilhom li bdew il-kors u lilha tefagħha ma' dawk tal-bidu u ftit wara kienu ġew dawk it-tnejn u qaluli ħaww guf owkej imma setgħu kienu tal-er malta jien naf jew rojal er marok imbagħad xħin l-istess riħ iwarrab ftit l-istess paġna tierġa' lura f' postha,kien qed jitħawwad u ma kellu l-ħsieb li joffri reżistenza wisq probabbli li kellhom il-kop tal-kopp fl-istokk antik u ħarġha fuq l-iskraffa forsi is-segretarju tal-familja kienet ma' numru ta' studenti li kienu ilhom bdew il-kors u li l-ħija ta' dawk tal u ftit wara kienu ġew dawk it-tnejn u qaluli haw ok imma setgħu kienu ta' l-air malta jien naf jew l-air marokk qattx l-istess riħ wara ftit l-istess terġa' lura f'post
clip_016,92,50.879,25.539,0.502,0.0,0.0,0.451,0.2373,ma kienx jaf kemm kien ilu ġol-masġar iżda kien qed iħoss li kien ilu ħafna knisja u maħfra lil kulħadd kont tidħak bija ridt indaħħal idejja fil-but tal-ġlekk tiegħu u ma tarax ajma hekk kien iservi ġranet bla ma jiqras u jwaħħal iż-u jwaħħal iżjed mid-dqiq magħġun bl-ilma biss wieħed u sebgħin dik kienet xi ħaġa naturali li seta' jagħmilha kulħadd u tant kont mitluf naħseb u nipprova nifhem li ċ-ċaqliqa tas-sur testa ħasditni iv ju downt it jull bi sikk kienu ġew il-jum ta' qabel bl-aħbar ta' x' kien għamel mikiel f' ħal tartani u f' ħal tarxien ħa nibda minnek,ma kienx jaf kemm kien il-u ġo l-maġar imma kien qed iħoss li kien il-u ħafna knisja maħfra lil kulħadd kont idħak biha ried indaħħal idejja fil-buttuna tal-ġek tiegħu u ma tarax għima hekk kien iservi ġranet ma jaqras u jwaħħal iż-żejt mitħun ma' ġun bl-ilma biss u l-ħbieb sebgħin dik kienet xi ħaġa li jista' jagħmelha kulħadd u tant kont miss naħseb u nipprova nifhem il-moviment tas-sur test u u jilbes hekk kienu ġew il-jum ta' qabel bla ħbieb ħarġet għax kien għamel mikel bħal tartani u f'tal-tar ħa nibda minnek
clip_017,84,44.303,24.233,0.547,0.0,0.0,0.5385,0.2041,mela ġibu miegħek lil ġejmi jista' jilgħab maż-żgħira ma' ejmi meta sema' dak l-għajat kollu in-nannu qam jiġri b' ħasda kbira u staqsa lil wili x' kien ġara forsi dil-konversazzjoni kollha kienet reċ-reċta għalik għal xi raġuni li kont għadek ma stajtx tifhem seta' anka kien hemmxi ħaddieħor ħasset il-preżnza ta' dell barrani fil-karozza iżda ma kellha l-ebda ħajra tkun taf riku kien ħaseb għal dan dan dan ukoll duluri ferħu b' xulxin u daħlu kollha ġewwa fejn sabu d-dar bla mimsusa għax il-franċiżi ma kinux marru jżuruha du ju prej,mela ġib miegħek lil jamie jista' jilgħab maż-zgħira meta semma' dak l-għajjat kollu nannu jmur b'ħasra kbira u staqse il-wali x'kien ġara forsi din il-konversazzjoni kollha kienet reċta għalik għax għalax xi raġuni li kont għadek ma stajtx tifhem set anke kien hemm xi ħadd ieħor ħasset il-preżenza ta' barra fil-karozza imma ma kellha l-ebda ħajra tkun taf jekk ikun ħasseppellhom dal-dan ukoll duluri ferħ u b'xejn u daħlu kollha ġewwa fejn u dar bla mimiss għax il-franċiżi ma kinux marru u l-pridjo u
clip_018,141,59.398,33.381,0.562,0.0,0.0,0.3133,0.1831,sidiek kbir wisq ma inħossni nifga meta jagħfas ma' wiċċi mija tnejn u sittin imma is-sultan la valette ma kienx raġel li jimla rasu bid-duħħan tal-vitorja u jinsa dmiru għal li ġej imma wkol għax kienu ħarbtulna ġidna għax kienu ħadulna d-drittijiet li kellna għax kienu ħassrulna d-drawwiet tajba kollha mattew xi kliem hu dan tiegħek xon kien jaf li sħabu kienu qed jaħsbu dak li kien qed jaħseb hu li dawk kienu l-istess nies li qallbu r-razzett ta' taħt fuq u meta narahom jinkeddu kont nitla' fis-seba' sema tomi niżel minn fuq ir-rota tiegħu u baqa' ftit 'il bogħod mis-siġra għax xorta ma tantx kien qed jafdaha wara l-battikata li kienet tatu l-ewwel darba li nqabad taħtha xi drabi kienet tħoss qalbha tingħafas li l-maltempati ta' żgħożithom kienu ġew ridotti għal dawk iż-żewġ bewsiet fuq truf subgħajha u mill-ewwel ġibed l-attenzjoni ta' kulħadd għax din il-kelma kienet stramba għalihom,sidir kbir wisq ma' inħossni niftaħ meta jgħaqqad ma' wiċċi mija tnejn u sittin imma s-suq il-valet lavallett ma kienx raġel li ir-ras b'duħħan tal-vittorja u jinsa dmiru għal li ġej imma wkoll għax kienu ħarbtu ġidna għax kienu ħadu id-drittijiet li kellna għax kienu għamilna drawwiet tajba kollha matthew xi kliem hu dan il-kliem x'kien kien jaf li sħabu kienu qed jaħsbu dak kien qed jaħseb li dawk kienu l-istess nies li qalbu rrazza fuq u meta narawh kien nitla' n-seba' tom jinżel minn fuq il-ġilda rota tiegħu u baqa' ftit 'il bogħod xita għax xorta ma tantx kien qed wara l-batika li kienet tagħti l-ewwel darba li nqabad taħtha xi drabi kienet tħoss qalbha tgħaqqad il-maltempati ta' ħossu kienu ġew imnaqqsa għal dawk iż-żewġ fuq t-truf subgħajha u mill-ewwel ġibdet l-attenzjoni ta' kulħadd għax din il-kelma kienet stramba għalihom
clip_019,108,52.592,29.699,0.565,0.0,0.0,0.5242,0.3016,ċlupp qgħadt tisma' l-ilma nieżel mill-kamra l-oħra żobbok jidbiel bis-sekondi ġismek għarqan xraba u riħa tinten tielgħa minn taħt abtek jew f' dada bħal dik li tatni kerolajn inġib it-tpinġijiet tiegħi imma dawn ma jegħjew qatt marija mill-banda l-oħra bogħod mill-maħbub tagħha bogħod minn pajjiżha u aqgħet fi swied ta' qalb li jbażża baqa' f' moħħok dal-proxxmu patri ġann litta u margat kap ta' sant' anġlu li kienu fuq il-bieb iħarsu lejhom bkew it-tlieta bħal trabi bkew il-ħitan kien jibki dallas kieku kien hemm mal-biki u l-għajat tat-tifla n-nies tad-dar i kollha ġrew għal fejn il-marid le ibni u jekk dun belinn jisma' b' xi ħaġa ftakar li meta morna għand is-sur slaw jien kont għadni ma naf b' xejn għax għamilthieli kerha l-lejla,ċ-ċlop tisma' l-ilma li jinżel mill-kamra oħra zobbok bil sekondi ġisem ħarqa x-xorb u riħ tiela' minn taħt ħabtek jew f'għada bħal dik li l-i tatni u l-pinna l-ġid tiegħi imma dawn ma jieklu qatt marija mill-banda l-oħra mill-ħabib tagħha bogħod minn pajjiż waqgħet f's-suq ta 'qalb b'hekk dak il-proxxmu trijjan li t'u margat ta' sant anġlu li kienu fuq il-qabel ħares lejhom b'għajt it-tliet bħal trabi ħawwad il-ħitan kien jibki dal-las kieku kien hemm mal-biki u l-għata tat-tatti tifla n-nies tad-dar kollha ġġri u fejn il-marid le ibni u jekk don xi ħaġa ftakar li meta morna is-sur slaw jien kont ma naf xejn għax għamiltli hekk
clip_020,65,30.03,16.648,0.554,0.0,0.0,0.5147,0.2816,u iva insomma qal malajr roberto hu kien winger tajjeb u allura l-bovis kien iħallih bi kwietu imma idit intom x' se tagħmlu sakemm hemm il-ħajja hekk it-tama u minkejja f' kulma jgħidu ftit huma dawk li ma jfittxux kenn waqt ħbit qawwi mill-ajru u kulħadd kien jistenna 'l xandru dieħel fuq l-idejn in-nannu tbissmilhom kellimhom bħas-soltu u ma semmielhom xejn dwar il-pipa tommy jaqbadha mill-polz u jgħolliha,u iva nsomma għal malajr u r-roberta kien winger tajjeb u allura l-bov kien ħallih kwiet imma intom x'se tagħmel sa kemm hemm min-nies li jemmnu il-ħajja hekk it-tama u min f'kull ma jgħidu ftit huma dawk ma jfittxux kenn waqt ħabib qawwi u kulħadd kien jinsa xandru ċ-ċendru fuq l-idejn in-nannu tbissima lilhom tkellimhom kif normalment ma semmihom xejn il-pipa jaqbadha mill-pols u jgħollija
