clip_id,n_words_committed,audio_sec,proc_sec,rtf,median_word_lat,p95_word_lat,streaming_wer,streaming_cer,reference,streamed
clip_010,67,38.792,7.884,0.203,0.0,0.0,0.25,0.0547,inqabad fuq l-ajrudrom ta' ħal luqa xħin bdew niżlin il-bombi eħe iva l-eżamijiet kompla missieru ħallih imur għal boxxla xjaten imma ommu ma kinitx hemm kienet semgħet kemm-il xniegħa min-nies tat-triq dwar it-taqtigħa fuq il-baħar qrib malta iktar għajnejn jitkażaw u joqtlu bil-ħars iżda pietru jserra mjserra l-injama bil-wiċċ tal-banketta b' kollox ma jirnexxilux jagħfashom eżatt f' daqqa imma xorta waħda għax it-tejp jibda jdur kollox għar-rimi issa,inqabad fuq l-arjudrom ta' ħalluqa x'imdew niżlin il-bombi eħe iva l-eżamijiet kompla missieru ħallih imur għal boxla xjaten imma ommu ma kienit x'hemm kienet semgħet kemm il-xnieha min-nies tat-triq dwar it-taqtija fuq il-baħar qrib malta iktar għajnejn jitkażaw u joqtlu bil-ħars iżda pietru jserra ma serra linjama' bil-wiċċ tal-banketta b' kollox ma jirnexxilux jafashom eżadt f' daqqa imma xorta waħda għax it-tejp jibda jdur kollox għarrimi issa
clip_011,101,47.786,12.791,0.268,0.0,0.0,0.2059,0.0359,fejn il-bieb tal-ħadid il-bieb l-isfar minn fej toħroġ ġowi l-ħendimen fil-barmil f' idu alla l-imbierek ried jgħinni it-tjubija tiegħu għerfu l-imħabba li kulħadd kellu għalih nisslulu mibegħda kbira fil-qalb ta' gaspru dalas madankollu gaspru kien jur ruħu il-bieb ta' wara kien imsakkar irrid noħrog minn din il-gaġġa minkejja li kont nitwaħħax minnhom fis-salott u l-kamra tal-pranzu kelli l-permess nidħol xħin irrid telaqha lura fuq l-imħadda u ftit wara rremettiet fortunatament mal-art dakinhar għall-ewwel darba tlewmu bil-kbir u int se ssaqsi lili wieġbu bl-istess aċċent imm alla l-imbierek ma jħallass nhar ta' sibt gaspru dalas l-ispjun tal-ħakem u l-erba' suldati li kellhom magħhom,fejn il-bieb tal-ħadid il-bieb l-isfar minn fejn toħroġ ġowi l-hendimen fil-barmil f' idu alla l-imbierek ried jgħini it-tjubija tiegħu għerfu l-imħabba li kulħadd kellu għalih nislulu mibegħda kbira fil-qalb ta' gaspru dalas madankollu gaspru kien juri ruħu il-bieb ta' wara kien imsakkar irid noħroġ minn din il-gaġġa minkeja li kont nitwaħħax minnhom fissal-gottu l-kamr tal-pranzu kelli lpermess nidħol x' kienirrid telaq ħa lura fuq l-imħadda u ftit wara rremettiet fortunatament malart dakinhar għall-ewwel darba tlewmu bil-kbir u inti sessaqsi lili wieġbu bl-istess aċċent imm alla l-imbirek ma jħallass nhar ta' sibt gaspru dalas l-ispjun tal-ħakem u l-erba' suldati li kellhom magħhom
clip_012,76,36.23,6.854,0.189,0.0,0.0,0.2564,0.0505,kif la ġanni kien qed jgħin lil dawk in-nies tajjeb li tibqa' tgħinhom hi issa kwarta bil-qajla l-qajla waslu sal-gżira ċkejkna ta' filfla u baqgħu deħlin fil-bajja żgħira li kien hemm quddiemhom għada deffist żewġt iswaba' ġol-fetħa ta' ħalqu u bdejt ngħarraxlu lsienu ħallejtu jgħid fuq kemm bata inġustizzji politiċi vjolenza fiżika fuq kemm missieru qala' transfers politiċi wkoll u issa qegħdin tajjeb m' hemmx triq oħra mir-rokna t' għajnu ra lit-tielet wieħed jerġa' jqum ma nibżax minnek,kif laġanni kien qed jgħin lil dawk in-nies tajjeb li tibqa' tgħinhom hi jissa kwarta bil-qajla l-qajla waslu sal-gżira ċkejkna ta' firfla u baqgħu deħlin fil-bajjel żgħira li kien hemm quddiemhom għaħda deffiżż-żewġt iswaba ġo l-fetħa ta' ħalqu bdejt narraxlu lsienu ħallejtu jgħid fuq kemm bagħta inġustizzji politiċi vjolenza fiżika fuq kemm missieru qala transferts politiċi wkoll u issa qegħdin tajjeb m' hemmx triq oħra mir-rokna tajnu ra li t-tielet wieħed jerġa' jqum ma nibżax minnhek
clip_013,91,55.153,29.073,0.527,0.0,0.0,0.2967,0.0521,erica ma kellhiex il-wiċċ titlob lura b' jedd il-kwadru li ma kienx aktar tagħhom riku u minnufih inguterra tommew pellegrino w-imperja li kienu kollha im de aħjar aj mejk e muv ix-xitwa t-tajba sur pitirross u hekk kif l-għasfur dawwar ħarstu 'l isfel jilmaħ lil mejxi l-bebbuxu roberto beda jħoss it-tisfir f' widnejh li kieku dil-kreatura taħ lewwa indeskrivibbli newwaħ f' idejh setgħgt tħkun taf x' kien hemm lest għliha ix-xemx kienet diġà waslet lejn nofsinhar dik il-ħabta kont għadni żagħżugħ ta' tmintax sebgħin wieħed u sebgħin tiġi for tu siksts,erika ma kelliex il-wiċċ titlob lura b' jedd il-kwadru li ma kienx aktar tagħhom riku u minnufih inguterra tommew pellegrino w imperja li kienu kollha mde aħjar ajmej kemuv ix-xitwa t-tajba sur pitir ross u hekk kif lħasfur dawwar ħarstu l isfel jilmaħ lil-mejxi il bebuxu roberto beda jħoss it-tisfir f' widnejh li kieku di l-kreatura tah lewwa indeskrivibbli tnewwah f' idejh setgħet tkun taf x' kien hemm les għalija ix-xemx kienet diġà waslet lejn nofsinhar dik il-ħabta kont għadni żagħżugħ tat tmintax sebgħin wieħed u sebgħin tiġi for tu siks
clip_014,110,64.748,44.748,0.691,0.0,0.0,0.2162,0.0423,inħossh hawn il-ħin kollu tħares lejja tara li nobdi kull ordni li tatni li nimxi fit-triq it-tajba jew tiġri minn art għall-oħra u terġa l-ura wara l-gwerra lejn artek mimli midalji u mimli ġieħ meta mbagħad wara l-form fajv bdejt nattendi għall-arti biss flimkien ma' erba' studenti oħra is-sur fenek kliem silenzjuż li trid tifhem biex tisimgħu u qabel qbadt l-aħħar bagalja rfajt liż-żgħir u għidtlu biex xi darba meta jikber imma kull meta ndoqq it-tejp xi mkien nismagħha ħadd ma jagħti kasi issib lil salamander u dan għaliex is-saltna tal-fiddien tkun waslet fit-tarf kien imgħaddab għalih innifsu għax minflok iċ-ċanfir tas-sur borg lil pietru kien qalgħu rigal ta' ħames liri,inħoss hawn il-ħin kollu tħares lejja tara li nobdi kull ordni li tagħtni li nimxi fit-triq it-tajba jew tiġri min gar għall-oħra u terġa' lura wara l-gwerra lejn artek mimli midalji u mimli ġih meta mbagħad wara l-form fajv bdejt nattendi għall-arti biss flimkien ma' erba' studenti oħra is-sur fenek tliem silenzjuż li trid tifhem biex tisimgħu u qabel qbaħat l-aħħar bagalja il fajt liż-żgħir u għidtlu biex xi darba meta jikber imma kull meta ndoqq it-tejb ximkien nismaħħa ħadd ma jagħti kasi is-sib lil salamander u dan għaliex is-saltna tal-fiddien tkun waslet fit-tarb kien imgħaddab għalih innifsu għax minflok iċ-ċamfir tas-sur borġ li l-pietru kien qalgw rigal ta' ħamesliri
clip_015,75,39.912,7.802,0.195,0.0,0.0,0.1733,0.0412,kien qed jitħeddel u ma kellux il-ħsieb li joffri reżistenza wisq probabbli kellhom dil-koa-kopja fl-istokk l-antik u ħarġuha fuq l-ixkaffa forsi tinbiegh is-segretarja kienet ma' għadd ta' studenti li kienu ilhom li bdew il-kors u lilha tefagħha ma' dawk tal-bidu u ftit wara kienu ġew dawk it-tnejn u qaluli ħaww guf owkej imma setgħu kienu tal-er malta jien naf jew rojal er marok imbagħad xħin l-istess riħ iwarrab ftit l-istess paġna tierġa' lura f' postha,kien et jitħeddel u ma kellux il-ħsieb li offri reżistenza wisq probabbli kellhom dil-ko-dil-kopja fl-istokk l-antik u ħarġuha fuq l-ixkaffa forsi tinbigħ is-segretarja kienet ma' għadt ta' studenti li kienu ilhom li bdew il-kors u li lilha tefaħħha ma' dawk tal-bidu u ftit wara kienu ġew dawk it-tnejn u qaluli ħaw guf owkej imma setgħu kienu tal-er malta jien naf jew rojaler marok imbagħad xin l-istess riħ iwarrab ftit l-istess paġna terġa' lura f' posta
clip_016,97,50.879,15.845,0.311,0.0,0.0,0.2157,0.0545,ma kienx jaf kemm kien ilu ġol-masġar iżda kien qed iħoss li kien ilu ħafna knisja u maħfra lil kulħadd kont tidħak bija ridt indaħħal idejja fil-but tal-ġlekk tiegħu u ma tarax ajma hekk kien iservi ġranet bla ma jiqras u jwaħħal iż-u jwaħħal iżjed mid-dqiq magħġun bl-ilma biss wieħed u sebgħin dik kienet xi ħaġa naturali li seta' jagħmilha kulħadd u tant kont mitluf naħseb u nipprova nifhem li ċ-ċaqliqa tas-sur testa ħasditni iv ju downt it jull bi sikk kienu ġew il-jum ta' qabel bl-aħbar ta' x' kien għamel mikiel f' ħal tartani u f' ħal tarxien ħa nibda minnek,ma kienx jaf kemm kien ilu ġolmażġar iżda kien qed iħoss li kien ilu ħafna knisja u maħfra lil kulħadd kont titħakkbija ridt indaħħal idejja fil-but tal-ġlekk tiegħu u ma tarax ajma hekk kien iservi ġranet bla ma jiqras u jwaħħal jwaħħal iżjed mitqieq ma' ġun b'l-ilma biss wieħed u sebgħin dik kienet xi ħaġa naturali li seta' jagħmelha kulħadd u tant kont mitluf naħseb u nipprova nifhem li ċ-ċaqlieqa tas-sur testa ħasbitni ivju dawntqid ju lbisik kienu ġew il-jum ta' qabel bl-aħbar ta' x' kien għamel mkiel f' ħal tartani u f'ħal tgħarxien ħa nibda minnek
clip_017,92,44.303,11.481,0.259,0.0,0.0,0.2747,0.0594,mela ġibu miegħek lil ġejmi jista' jilgħab maż-żgħira ma' ejmi meta sema' dak l-għajat kollu in-nannu qam jiġri b' ħasda kbira u staqsa lil wili x' kien ġara forsi dil-konversazzjoni kollha kienet reċ-reċta għalik għal xi raġuni li kont għadek ma stajtx tifhem seta' anka kien hemmxi ħaddieħor ħasset il-preżnza ta' dell barrani fil-karozza iżda ma kellha l-ebda ħajra tkun taf riku kien ħaseb għal dan dan dan ukoll duluri ferħu b' xulxin u daħlu kollha ġewwa fejn sabu d-dar bla mimsusa għax il-franċiżi ma kinux marru jżuruha du ju prej,mela ġibu miegħak lil ġejmi jista' jirlgħab maż-żgħira ma jgijmi meta sema' dak l-gajat kollu in-nannu qam jiġri b' ħażda kbira u staqsa lil weli x' kien ġara forsi dil-konverżazzjoni kollha kienet reġ-reċta għalik għax għal xi raġuni li kon għadek ma stajtx tifhem setanka kien hemm xi ħadd ieħor ħasset il-preżenza ta' tel barrani fil-karozza iżda ma kellha l-ebda ħajra tkun taf rikku kien ħasseb għal n al danukoll duluri ferħu b' xulxin u daħlu kollha ġewwa fejn sabu d-dar bla mimsusa għax il-franċiżi ma kinux marru jżuruha du ju prej
clip_018,146,59.398,37.248,0.627,0.0,0.0,0.2333,0.0455,sidiek kbir wisq ma inħossni nifga meta jagħfas ma' wiċċi mija tnejn u sittin imma is-sultan la valette ma kienx raġel li jimla rasu bid-duħħan tal-vitorja u jinsa dmiru għal li ġej imma wkol għax kienu ħarbtulna ġidna għax kienu ħadulna d-drittijiet li kellna għax kienu ħassrulna d-drawwiet tajba kollha mattew xi kliem hu dan tiegħek xon kien jaf li sħabu kienu qed jaħsbu dak li kien qed jaħseb hu li dawk kienu l-istess nies li qallbu r-razzett ta' taħt fuq u meta narahom jinkeddu kont nitla' fis-seba' sema tomi niżel minn fuq ir-rota tiegħu u baqa' ftit 'il bogħod mis-siġra għax xorta ma tantx kien qed jafdaha wara l-battikata li kienet tatu l-ewwel darba li nqabad taħtha xi drabi kienet tħoss qalbha tingħafas li l-maltempati ta' żgħożithom kienu ġew ridotti għal dawk iż-żewġ bewsiet fuq truf subgħajha u mill-ewwel ġibed l-attenzjoni ta' kulħadd għax din il-kelma kienet stramba għalihom,sidi kbir wisq ma inħossni nifga meta jaħfasma' wiċċi mija tnejn u sittin imma is-sultan la valett ma kienx raġel li mla rasu bid-duħħan tal-vittorja u jinsa dmiru għalli ġej imma wkoll ghax kienu ħarbtulna ġidna għax kienu ħadulna d-drittijiet li kellna għax kienu ħasrulna -drawwiet tajba kollha mattew xi klimhu dan tiegħek xon kien jaf li sħabu kien qed jaħsbu dak li kien qed jaħseb hu li dawk kienu l-istess nies li qalbu r-razzetta taħt fuq u meta naraom jinkeddu kont nitla fis-seba' semħa tomi niżel minn fuq ir-rota tiegħu u baqa' ftit il bogħod mis-siġra għax xorta ma tantx kien qed jafdawarha -battikata li kien qed tgħtu l-ewwel darba li nqabad taħta xi drabi kienet ħoss qalba tingħafas lil maltempati ta' żgħożithom kienu ġew ridotti għal dawk iż-żewġ bewsiet fuq truf subgħaja u mill-ewwel ġibet l-attenzjoni ta' kulħadd għax din il-kelma kienet stramba għalihom
clip_019,120,52.592,20.871,0.397,0.0,0.0,0.3226,0.071,ċlupp qgħadt tisma' l-ilma nieżel mill-kamra l-oħra żobbok jidbiel bis-sekondi ġismek għarqan xraba u riħa tinten tielgħa minn taħt abtek jew f' dada bħal dik li tatni kerolajn inġib it-tpinġijiet tiegħi imma dawn ma jegħjew qatt marija mill-banda l-oħra bogħod mill-maħbub tagħha bogħod minn pajjiżha u aqgħet fi swied ta' qalb li jbażża baqa' f' moħħok dal-proxxmu patri ġann litta u margat kap ta' sant' anġlu li kienu fuq il-bieb iħarsu lejhom bkew it-tlieta bħal trabi bkew il-ħitan kien jibki dallas kieku kien hemm mal-biki u l-għajat tat-tifla n-nies tad-dar i kollha ġrew għal fejn il-marid le ibni u jekk dun belinn jisma' b' xi ħaġa ftakar li meta morna għand is-sur slaw jien kont għadni ma naf b' xejn għax għamilthieli kerha l-lejla,xlubb qatt isma' l-ilma nieżel mill-kamra l-oħra żobok jitbiel bis-sekondi ġismek għarqan xraba u riħa tintentiela minn taħ tgħabtek jew fdada bħal dik li tatni carolin inġib it-tpinġijiet tiegħi imma dawn ma jgħejjew qatt marija mill-banda l-oħra bogħod mill-maħbub tagħha bogħod minn pajjiża waqħet fis-swied ta' qalb li jbeżża baqa'f moħħok dal-proxmu patri ġann litta u margat kap ta' sant anġlu li kienu fuq il-bieb i ħarsu lejhom bkew it-tlieta bħal trabi b'kew il-ħitan kien jibki dallas kieku kien hemm mal-biek i u l-għajjat tat-tifla n-nies tad-dar kollha ġrew għalfejn il-marid le ibni u jekk dun belin jisma' b' xi ħaġa ftakar li meta mor na qand is-sur slaw jin kont għadni ma naf b' xejn għax gamiltili kerhħa llejla
clip_020,69,30.03,4.225,0.141,0.0,0.0,0.1765,0.0364,u iva insomma qal malajr roberto hu kien winger tajjeb u allura l-bovis kien iħallih bi kwietu imma idit intom x' se tagħmlu sakemm hemm il-ħajja hekk it-tama u minkejja f' kulma jgħidu ftit huma dawk li ma jfittxux kenn waqt ħbit qawwi mill-ajru u kulħadd kien jistenna 'l xandru dieħel fuq l-idejn in-nannu tbissmilhom kellimhom bħas-soltu u ma semmielhom xejn dwar il-pipa tommy jaqbadha mill-polz u jgħolliha,u iva insomma qal malajr roberto hu kien winger tajjeb u allura l-bovis kien ħalih bi kwietu imma idit intom x' se tagħmlu sakemm hemm il-ħajja hekk ittama u minkeja f' kul ma jgħidu ftit huma dawk li ma jfittxu x' kenn waqt bid qawwi mill-ajru u kulħadd kien jistenna l-xandru dieħel fuq l-idejn in-nannu tbissmilhom kellimhom bħas-soltu u ma ssemmilhom xejn dwar il-pipa tomi jaqbadha mill-polz u jgħolliha
